age,income,occupation,gender,state,category,disability,scheme_id,label
59,189557,salaried,male,Maharashtra,SC,no,24,1
52,429104,farmer,female,Maharashtra,General,no,2,1
52,429104,farmer,female,Maharashtra,General,no,5,0
52,429104,farmer,female,Maharashtra,General,no,16,0
52,429104,farmer,female,Maharashtra,General,no,21,1
52,429104,farmer,female,Maharashtra,General,no,22,1
18,755362,student,male,Maharashtra,EWS,yes,8,0
18,755362,student,male,Maharashtra,EWS,yes,24,0
23,717573,unemployed,female,Maharashtra,EWS,no,2,0
23,717573,unemployed,female,Maharashtra,EWS,no,6,1
23,717573,unemployed,female,Maharashtra,EWS,no,7,0
23,717573,unemployed,female,Maharashtra,EWS,no,10,1
23,717573,unemployed,female,Maharashtra,EWS,no,13,0
23,717573,unemployed,female,Maharashtra,EWS,no,16,0
23,717573,unemployed,female,Maharashtra,EWS,no,19,0
23,717573,unemployed,female,Maharashtra,EWS,no,21,0
27,363191,salaried,female,Maharashtra,OBC,yes,8,1
27,363191,salaried,female,Maharashtra,OBC,yes,23,1
27,363191,salaried,female,Maharashtra,OBC,yes,27,1
27,363191,salaried,female,Maharashtra,OBC,yes,28,0
47,965263,business,male,Maharashtra,OBC,no,2,0
47,965263,business,male,Maharashtra,OBC,no,4,1
47,965263,business,male,Maharashtra,OBC,no,21,0
47,965263,business,male,Maharashtra,OBC,no,24,0
59,671488,self_employed,female,Maharashtra,SC,yes,4,1
59,671488,self_employed,female,Maharashtra,SC,yes,7,1
59,671488,self_employed,female,Maharashtra,SC,yes,25,0
58,1399,unemployed,male,Maharashtra,OBC,yes,3,1
58,1399,unemployed,male,Maharashtra,OBC,yes,7,0
58,1399,unemployed,male,Maharashtra,OBC,yes,12,1
58,1399,unemployed,male,Maharashtra,OBC,yes,27,1
53,539057,unemployed,male,Maharashtra,SC,no,3,0
53,539057,unemployed,male,Maharashtra,SC,no,15,0
53,539057,unemployed,male,Maharashtra,SC,no,24,0
48,359028,business,male,Maharashtra,SC,yes,4,1
48,359028,business,male,Maharashtra,SC,yes,12,0
48,359028,business,male,Maharashtra,SC,yes,14,0
48,359028,business,male,Maharashtra,SC,yes,17,0
48,359028,business,male,Maharashtra,SC,yes,21,0
48,359028,business,male,Maharashtra,SC,yes,27,1
49,842420,salaried,male,Maharashtra,ST,yes,8,0
49,842420,salaried,male,Maharashtra,ST,yes,9,0
49,842420,salaried,male,Maharashtra,ST,yes,10,0
49,842420,salaried,male,Maharashtra,ST,yes,13,0
49,842420,salaried,male,Maharashtra,ST,yes,15,0
49,842420,salaried,male,Maharashtra,ST,yes,16,0
49,842420,salaried,male,Maharashtra,ST,yes,17,0
49,842420,salaried,male,Maharashtra,ST,yes,23,1
49,842420,salaried,male,Maharashtra,ST,yes,24,1
40,766847,unemployed,male,Maharashtra,EWS,yes,6,1
40,766847,unemployed,male,Maharashtra,EWS,yes,10,1
40,766847,unemployed,male,Maharashtra,EWS,yes,26,0
36,877153,self_employed,male,Maharashtra,OBC,no,3,0
36,877153,self_employed,male,Maharashtra,OBC,no,4,1
36,877153,self_employed,male,Maharashtra,OBC,no,20,0
44,134954,business,female,Maharashtra,OBC,no,1,1
44,134954,business,female,Maharashtra,OBC,no,3,1
44,134954,business,female,Maharashtra,OBC,no,4,1
44,134954,business,female,Maharashtra,OBC,no,11,0
44,134954,business,female,Maharashtra,OBC,no,13,1
44,134954,business,female,Maharashtra,OBC,no,18,0
44,134954,business,female,Maharashtra,OBC,no,28,1
61,452798,student,male,Maharashtra,ST,yes,9,0
61,452798,student,male,Maharashtra,ST,yes,27,1
61,452798,student,male,Maharashtra,ST,yes,28,0
51,804940,unemployed,male,Maharashtra,ST,no,7,0
51,804940,unemployed,male,Maharashtra,ST,no,15,0
51,804940,unemployed,male,Maharashtra,ST,no,20,0
35,784746,salaried,male,Maharashtra,EWS,yes,3,0
35,784746,salaried,male,Maharashtra,EWS,yes,23,1
35,784746,salaried,male,Maharashtra,EWS,yes,24,0
25,193673,government_employee,female,Maharashtra,OBC,no,3,1
25,193673,government_employee,female,Maharashtra,OBC,no,5,0
25,193673,government_employee,female,Maharashtra,OBC,no,7,0
25,193673,government_employee,female,Maharashtra,OBC,no,10,0
25,193673,government_employee,female,Maharashtra,OBC,no,13,1
25,193673,government_employee,female,Maharashtra,OBC,no,20,0
25,193673,government_employee,female,Maharashtra,OBC,no,23,1
57,606669,government_employee,male,Maharashtra,General,yes,1,0
57,606669,government_employee,male,Maharashtra,General,yes,23,1
57,606669,government_employee,male,Maharashtra,General,yes,24,1
57,606669,government_employee,male,Maharashtra,General,yes,28,0
61,596323,government_employee,female,Maharashtra,OBC,no,15,0
61,596323,government_employee,female,Maharashtra,OBC,no,25,0
61,596323,government_employee,female,Maharashtra,OBC,no,28,0
53,519335,unemployed,female,Maharashtra,EWS,no,7,0
53,519335,unemployed,female,Maharashtra,EWS,no,8,0
53,519335,unemployed,female,Maharashtra,EWS,no,23,0
20,357157,self_employed,male,Maharashtra,ST,yes,4,1
20,357157,self_employed,male,Maharashtra,ST,yes,6,1
20,357157,self_employed,male,Maharashtra,ST,yes,8,1
20,357157,self_employed,male,Maharashtra,ST,yes,10,1
20,357157,self_employed,male,Maharashtra,ST,yes,20,0
20,357157,self_employed,male,Maharashtra,ST,yes,21,0
20,357157,self_employed,male,Maharashtra,ST,yes,22,0
20,357157,self_employed,male,Maharashtra,ST,yes,25,0
20,357157,self_employed,male,Maharashtra,ST,yes,27,1
38,996108,student,male,Maharashtra,ST,no,20,0
38,996108,student,male,Maharashtra,ST,no,28,0
58,335925,business,male,Maharashtra,EWS,no,4,1
58,335925,business,male,Maharashtra,EWS,no,17,0
25,83258,student,male,Maharashtra,EWS,no,3,1
25,83258,student,male,Maharashtra,EWS,no,5,1
25,83258,student,male,Maharashtra,EWS,no,11,1
25,83258,student,male,Maharashtra,EWS,no,15,1
25,83258,student,male,Maharashtra,EWS,no,17,1
25,83258,student,male,Maharashtra,EWS,no,20,1
25,83258,student,male,Maharashtra,EWS,no,26,0
45,838448,business,male,Maharashtra,SC,no,4,1
45,838448,business,male,Maharashtra,SC,no,6,0
45,838448,business,male,Maharashtra,SC,no,8,0
45,838448,business,male,Maharashtra,SC,no,16,0
45,838448,business,male,Maharashtra,SC,no,18,0
45,838448,business,male,Maharashtra,SC,no,21,0
45,838448,business,male,Maharashtra,SC,no,25,0
45,838448,business,male,Maharashtra,SC,no,26,0
67,864747,unemployed,male,Maharashtra,OBC,yes,6,0
67,864747,unemployed,male,Maharashtra,OBC,yes,20,0
67,864747,unemployed,male,Maharashtra,OBC,yes,28,0
30,228986,government_employee,female,Maharashtra,SC,yes,3,1
30,228986,government_employee,female,Maharashtra,SC,yes,12,1
30,228986,government_employee,female,Maharashtra,SC,yes,15,0
30,228986,government_employee,female,Maharashtra,SC,yes,23,1
30,228986,government_employee,female,Maharashtra,SC,yes,27,1
37,431749,self_employed,female,Maharashtra,General,yes,4,1
37,431749,self_employed,female,Maharashtra,General,yes,6,1
37,431749,self_employed,female,Maharashtra,General,yes,8,1
37,431749,self_employed,female,Maharashtra,General,yes,10,1
37,431749,self_employed,female,Maharashtra,General,yes,11,0
37,431749,self_employed,female,Maharashtra,General,yes,12,0
37,431749,self_employed,female,Maharashtra,General,yes,18,0
37,431749,self_employed,female,Maharashtra,General,yes,19,0
37,431749,self_employed,female,Maharashtra,General,yes,20,0
37,431749,self_employed,female,Maharashtra,General,yes,22,0
37,431749,self_employed,female,Maharashtra,General,yes,27,1
37,431749,self_employed,female,Maharashtra,General,yes,28,1
66,76067,student,male,Maharashtra,ST,no,3,1
39,995221,government_employee,female,Maharashtra,OBC,no,6,0
39,995221,government_employee,female,Maharashtra,OBC,no,7,0
39,995221,government_employee,female,Maharashtra,OBC,no,8,0
39,995221,government_employee,female,Maharashtra,OBC,no,9,0
39,995221,government_employee,female,Maharashtra,OBC,no,23,1
65,619831,salaried,male,Maharashtra,ST,no,25,0
43,890559,student,male,Maharashtra,OBC,yes,7,0
43,890559,student,male,Maharashtra,OBC,yes,16,0
43,890559,student,male,Maharashtra,OBC,yes,17,0
43,890559,student,male,Maharashtra,OBC,yes,21,0
43,890559,student,male,Maharashtra,OBC,yes,27,0
38,313252,business,female,Maharashtra,ST,no,2,0
38,313252,business,female,Maharashtra,ST,no,4,1
38,313252,business,female,Maharashtra,ST,no,7,1
38,313252,business,female,Maharashtra,ST,no,9,0
38,313252,business,female,Maharashtra,ST,no,15,0
38,313252,business,female,Maharashtra,ST,no,28,1
41,145007,farmer,female,Maharashtra,EWS,yes,2,1
41,145007,farmer,female,Maharashtra,EWS,yes,3,1
41,145007,farmer,female,Maharashtra,EWS,yes,5,0
41,145007,farmer,female,Maharashtra,EWS,yes,12,1
41,145007,farmer,female,Maharashtra,EWS,yes,13,1
41,145007,farmer,female,Maharashtra,EWS,yes,21,1
41,145007,farmer,female,Maharashtra,EWS,yes,22,1
41,145007,farmer,female,Maharashtra,EWS,yes,27,1
49,354899,self_employed,male,Maharashtra,OBC,no,4,1
49,354899,self_employed,male,Maharashtra,OBC,no,5,0
49,354899,self_employed,male,Maharashtra,OBC,no,8,1
49,354899,self_employed,male,Maharashtra,OBC,no,10,1
49,354899,self_employed,male,Maharashtra,OBC,no,12,0
49,354899,self_employed,male,Maharashtra,OBC,no,17,0
24,962988,government_employee,male,Maharashtra,ST,no,9,0
24,962988,government_employee,male,Maharashtra,ST,no,10,0
24,962988,government_employee,male,Maharashtra,ST,no,15,0
24,962988,government_employee,male,Maharashtra,ST,no,19,0
24,962988,government_employee,male,Maharashtra,ST,no,23,1
45,210847,student,female,Maharashtra,SC,no,3,1
45,210847,student,female,Maharashtra,SC,no,5,0
45,210847,student,female,Maharashtra,SC,no,11,0
45,210847,student,female,Maharashtra,SC,no,13,0
45,210847,student,female,Maharashtra,SC,no,21,0
45,210847,student,female,Maharashtra,SC,no,26,0
45,210847,student,female,Maharashtra,SC,no,28,0
34,810331,salaried,female,Maharashtra,SC,no,23,1
29,968102,unemployed,female,Maharashtra,ST,no,5,0
29,968102,unemployed,female,Maharashtra,ST,no,24,0
28,782864,salaried,male,Maharashtra,SC,no,23,1
36,539669,business,female,Maharashtra,General,yes,4,1
36,539669,business,female,Maharashtra,General,yes,15,0
26,57297,farmer,female,Maharashtra,General,no,2,1
26,57297,farmer,female,Maharashtra,General,no,3,1
26,57297,farmer,female,Maharashtra,General,no,4,0
26,57297,farmer,female,Maharashtra,General,no,7,0
26,57297,farmer,female,Maharashtra,General,no,9,0
26,57297,farmer,female,Maharashtra,General,no,14,0
26,57297,farmer,female,Maharashtra,General,no,19,0
26,57297,farmer,female,Maharashtra,General,no,21,1
26,57297,farmer,female,Maharashtra,General,no,22,1
26,57297,farmer,female,Maharashtra,General,no,25,0
43,117684,self_employed,male,Maharashtra,SC,no,1,1
43,117684,self_employed,male,Maharashtra,SC,no,3,1
43,117684,self_employed,male,Maharashtra,SC,no,4,1
43,117684,self_employed,male,Maharashtra,SC,no,8,1
43,117684,self_employed,male,Maharashtra,SC,no,10,1
43,117684,self_employed,male,Maharashtra,SC,no,18,0
61,901983,retired,male,Maharashtra,SC,no,11,0
61,901983,retired,male,Maharashtra,SC,no,14,1
61,901983,retired,male,Maharashtra,SC,no,23,0
61,901983,retired,male,Maharashtra,SC,no,28,0
55,394486,student,male,Maharashtra,General,no,7,0
55,394486,student,male,Maharashtra,General,no,9,0
55,394486,student,male,Maharashtra,General,no,13,0
55,394486,student,male,Maharashtra,General,no,25,0
55,394486,student,male,Maharashtra,General,no,26,0
55,394486,student,male,Maharashtra,General,no,27,0
55,394486,student,male,Maharashtra,General,no,28,0
67,11057,retired,female,Maharashtra,SC,no,1,0
67,11057,retired,female,Maharashtra,SC,no,2,0
67,11057,retired,female,Maharashtra,SC,no,3,1
67,11057,retired,female,Maharashtra,SC,no,9,1
67,11057,retired,female,Maharashtra,SC,no,10,0
67,11057,retired,female,Maharashtra,SC,no,11,0
67,11057,retired,female,Maharashtra,SC,no,13,1
67,11057,retired,female,Maharashtra,SC,no,14,1
67,11057,retired,female,Maharashtra,SC,no,21,0
67,11057,retired,female,Maharashtra,SC,no,22,0
67,11057,retired,female,Maharashtra,SC,no,23,0
67,11057,retired,female,Maharashtra,SC,no,25,1
65,132913,retired,male,Maharashtra,ST,yes,3,1
65,132913,retired,male,Maharashtra,ST,yes,4,0
65,132913,retired,male,Maharashtra,ST,yes,9,1
65,132913,retired,male,Maharashtra,ST,yes,12,1
65,132913,retired,male,Maharashtra,ST,yes,14,1
65,132913,retired,male,Maharashtra,ST,yes,25,1
65,132913,retired,male,Maharashtra,ST,yes,27,1
27,521767,farmer,female,Maharashtra,ST,no,5,0
27,521767,farmer,female,Maharashtra,ST,no,21,1
27,521767,farmer,female,Maharashtra,ST,no,22,1
69,789061,unemployed,male,Maharashtra,General,no,19,0
69,789061,unemployed,male,Maharashtra,General,no,24,0
44,898672,retired,male,Maharashtra,ST,no,9,0
44,898672,retired,male,Maharashtra,ST,no,14,0
34,136993,unemployed,male,Maharashtra,ST,no,1,0
34,136993,unemployed,male,Maharashtra,ST,no,3,1
34,136993,unemployed,male,Maharashtra,ST,no,6,1
34,136993,unemployed,male,Maharashtra,ST,no,10,1
34,136993,unemployed,male,Maharashtra,ST,no,11,1
34,136993,unemployed,male,Maharashtra,ST,no,15,1
34,136993,unemployed,male,Maharashtra,ST,no,16,1
34,136993,unemployed,male,Maharashtra,ST,no,19,1
34,136993,unemployed,male,Maharashtra,ST,no,20,1
34,136993,unemployed,male,Maharashtra,ST,no,28,0
34,304509,salaried,male,Maharashtra,EWS,yes,8,1
34,304509,salaried,male,Maharashtra,EWS,yes,9,0
34,304509,salaried,male,Maharashtra,EWS,yes,13,0
34,304509,salaried,male,Maharashtra,EWS,yes,20,0
34,304509,salaried,male,Maharashtra,EWS,yes,22,0
34,304509,salaried,male,Maharashtra,EWS,yes,23,1
34,304509,salaried,male,Maharashtra,EWS,yes,27,1
62,521061,self_employed,male,Maharashtra,EWS,yes,4,1
62,521061,self_employed,male,Maharashtra,EWS,yes,8,1
62,521061,self_employed,male,Maharashtra,EWS,yes,14,0
62,521061,self_employed,male,Maharashtra,EWS,yes,17,0
24,465090,retired,female,Maharashtra,EWS,no,11,0
24,465090,retired,female,Maharashtra,EWS,no,12,0
24,465090,retired,female,Maharashtra,EWS,no,13,0
24,465090,retired,female,Maharashtra,EWS,no,14,0
24,465090,retired,female,Maharashtra,EWS,no,17,0
24,465090,retired,female,Maharashtra,EWS,no,28,0
70,132956,farmer,female,Maharashtra,SC,yes,1,0
70,132956,farmer,female,Maharashtra,SC,yes,2,1
70,132956,farmer,female,Maharashtra,SC,yes,3,1
70,132956,farmer,female,Maharashtra,SC,yes,7,0
70,132956,farmer,female,Maharashtra,SC,yes,11,0
70,132956,farmer,female,Maharashtra,SC,yes,12,1
70,132956,farmer,female,Maharashtra,SC,yes,13,1
70,132956,farmer,female,Maharashtra,SC,yes,14,0
70,132956,farmer,female,Maharashtra,SC,yes,27,1
59,239280,student,male,Maharashtra,General,no,3,1
59,239280,student,male,Maharashtra,General,no,17,0
45,5003,government_employee,female,Maharashtra,ST,no,3,1
45,5003,government_employee,female,Maharashtra,ST,no,4,0
45,5003,government_employee,female,Maharashtra,ST,no,5,0
45,5003,government_employee,female,Maharashtra,ST,no,7,0
45,5003,government_employee,female,Maharashtra,ST,no,12,0
45,5003,government_employee,female,Maharashtra,ST,no,13,1
45,5003,government_employee,female,Maharashtra,ST,no,21,0
45,5003,government_employee,female,Maharashtra,ST,no,23,1
45,5003,government_employee,female,Maharashtra,ST,no,24,1
45,5003,government_employee,female,Maharashtra,ST,no,27,0
45,5003,government_employee,female,Maharashtra,ST,no,28,0
19,472505,salaried,male,Maharashtra,General,no,8,1
19,472505,salaried,male,Maharashtra,General,no,12,0
19,472505,salaried,male,Maharashtra,General,no,23,1
20,514450,unemployed,female,Maharashtra,EWS,yes,6,1
20,514450,unemployed,female,Maharashtra,EWS,yes,9,0
20,514450,unemployed,female,Maharashtra,EWS,yes,10,1
20,514450,unemployed,female,Maharashtra,EWS,yes,13,0
20,514450,unemployed,female,Maharashtra,EWS,yes,25,0
63,429129,government_employee,female,Maharashtra,OBC,yes,1,0
63,429129,government_employee,female,Maharashtra,OBC,yes,20,0
63,429129,government_employee,female,Maharashtra,OBC,yes,27,1
36,717555,retired,female,Maharashtra,ST,yes,5,0
36,717555,retired,female,Maharashtra,ST,yes,21,0
36,717555,retired,female,Maharashtra,ST,yes,22,0
20,453160,farmer,male,Maharashtra,SC,no,2,1
20,453160,farmer,male,Maharashtra,SC,no,7,0
20,453160,farmer,male,Maharashtra,SC,no,11,0
20,453160,farmer,male,Maharashtra,SC,no,21,1
20,453160,farmer,male,Maharashtra,SC,no,22,1
61,540361,business,male,Maharashtra,OBC,no,4,1
61,540361,business,male,Maharashtra,OBC,no,5,0
61,540361,business,male,Maharashtra,OBC,no,15,0
61,540361,business,male,Maharashtra,OBC,no,19,0
46,231628,salaried,female,Maharashtra,EWS,no,3,1
46,231628,salaried,female,Maharashtra,EWS,no,8,1
46,231628,salaried,female,Maharashtra,EWS,no,23,1
46,231628,salaried,female,Maharashtra,EWS,no,24,1
46,231628,salaried,female,Maharashtra,EWS,no,25,0
33,14942,student,male,Maharashtra,SC,yes,2,0
33,14942,student,male,Maharashtra,SC,yes,3,1
33,14942,student,male,Maharashtra,SC,yes,11,1
33,14942,student,male,Maharashtra,SC,yes,12,1
33,14942,student,male,Maharashtra,SC,yes,15,1
33,14942,student,male,Maharashtra,SC,yes,20,1
33,14942,student,male,Maharashtra,SC,yes,27,1
33,14942,student,male,Maharashtra,SC,yes,28,0
21,604251,business,female,Maharashtra,EWS,no,4,1
21,604251,business,female,Maharashtra,EWS,no,13,0
21,604251,business,female,Maharashtra,EWS,no,18,0
58,404362,student,male,Maharashtra,General,yes,3,0
58,404362,student,male,Maharashtra,General,yes,8,0
58,404362,student,male,Maharashtra,General,yes,18,0
58,404362,student,male,Maharashtra,General,yes,26,0
58,404362,student,male,Maharashtra,General,yes,27,1
45,886076,farmer,male,Maharashtra,OBC,no,5,0
45,886076,farmer,male,Maharashtra,OBC,no,12,0
45,886076,farmer,male,Maharashtra,OBC,no,15,0
45,886076,farmer,male,Maharashtra,OBC,no,27,0
27,749209,business,male,Maharashtra,SC,yes,1,0
27,749209,business,male,Maharashtra,SC,yes,4,1
27,749209,business,male,Maharashtra,SC,yes,14,0
27,749209,business,male,Maharashtra,SC,yes,15,0
27,749209,business,male,Maharashtra,SC,yes,17,0
31,863058,student,female,Maharashtra,ST,no,7,0
31,863058,student,female,Maharashtra,ST,no,10,0
31,863058,student,female,Maharashtra,ST,no,11,0
31,863058,student,female,Maharashtra,ST,no,20,0
27,884924,business,female,Maharashtra,ST,yes,4,1
27,884924,business,female,Maharashtra,ST,yes,5,0
27,884924,business,female,Maharashtra,ST,yes,7,1
27,884924,business,female,Maharashtra,ST,yes,14,0
27,884924,business,female,Maharashtra,ST,yes,20,0
38,756826,student,male,Maharashtra,EWS,yes,6,0
38,756826,student,male,Maharashtra,EWS,yes,8,0
38,756826,student,male,Maharashtra,EWS,yes,15,0
65,334717,student,female,Maharashtra,OBC,no,2,0
65,334717,student,female,Maharashtra,OBC,no,13,0
38,374612,farmer,male,Maharashtra,SC,yes,2,1
38,374612,farmer,male,Maharashtra,SC,yes,20,0
38,374612,farmer,male,Maharashtra,SC,yes,21,1
38,374612,farmer,male,Maharashtra,SC,yes,22,1
38,374612,farmer,male,Maharashtra,SC,yes,27,1
52,74767,retired,male,Maharashtra,OBC,yes,3,1
52,74767,retired,male,Maharashtra,OBC,yes,12,1
52,74767,retired,male,Maharashtra,OBC,yes,13,0
52,74767,retired,male,Maharashtra,OBC,yes,26,0
52,74767,retired,male,Maharashtra,OBC,yes,27,1
38,472562,retired,female,Maharashtra,ST,no,16,0
63,565846,salaried,male,Maharashtra,ST,no,8,1
63,565846,salaried,male,Maharashtra,ST,no,11,0
63,565846,salaried,male,Maharashtra,ST,no,12,0
63,565846,salaried,male,Maharashtra,ST,no,28,0
60,40830,government_employee,male,Maharashtra,ST,no,3,1
60,40830,government_employee,male,Maharashtra,ST,no,10,0
60,40830,government_employee,male,Maharashtra,ST,no,17,0
60,40830,government_employee,male,Maharashtra,ST,no,18,0
60,40830,government_employee,male,Maharashtra,ST,no,19,0
60,40830,government_employee,male,Maharashtra,ST,no,21,0
60,40830,government_employee,male,Maharashtra,ST,no,23,1
60,40830,government_employee,male,Maharashtra,ST,no,24,1
60,40830,government_employee,male,Maharashtra,ST,no,26,0
66,208219,retired,male,Maharashtra,ST,no,3,1
66,208219,retired,male,Maharashtra,ST,no,5,0
66,208219,retired,male,Maharashtra,ST,no,8,0
66,208219,retired,male,Maharashtra,ST,no,14,1
66,208219,retired,male,Maharashtra,ST,no,17,0
66,208219,retired,male,Maharashtra,ST,no,19,0
66,208219,retired,male,Maharashtra,ST,no,21,0
65,480503,government_employee,male,Maharashtra,ST,yes,5,0
65,480503,government_employee,male,Maharashtra,ST,yes,6,0
65,480503,government_employee,male,Maharashtra,ST,yes,24,0
65,480503,government_employee,male,Maharashtra,ST,yes,25,0
65,480503,government_employee,male,Maharashtra,ST,yes,27,1
65,480503,government_employee,male,Maharashtra,ST,yes,28,0
70,320501,government_employee,male,Maharashtra,EWS,no,8,0
70,320501,government_employee,male,Maharashtra,EWS,no,10,0
70,320501,government_employee,male,Maharashtra,EWS,no,16,0
70,320501,government_employee,male,Maharashtra,EWS,no,26,0
20,597638,business,male,Maharashtra,General,yes,3,0
20,597638,business,male,Maharashtra,General,yes,4,1
20,597638,business,male,Maharashtra,General,yes,8,0
20,597638,business,male,Maharashtra,General,yes,17,0
20,597638,business,male,Maharashtra,General,yes,23,0
20,597638,business,male,Maharashtra,General,yes,26,0
49,115979,farmer,male,Maharashtra,OBC,no,2,1
49,115979,farmer,male,Maharashtra,OBC,no,3,1
49,115979,farmer,male,Maharashtra,OBC,no,10,0
49,115979,farmer,male,Maharashtra,OBC,no,21,1
49,115979,farmer,male,Maharashtra,OBC,no,22,1
26,538590,farmer,female,Maharashtra,OBC,no,4,0
26,538590,farmer,female,Maharashtra,OBC,no,21,1
26,538590,farmer,female,Maharashtra,OBC,no,22,1
48,382099,retired,male,Maharashtra,General,no,3,0
48,382099,retired,male,Maharashtra,General,no,8,0
48,382099,retired,male,Maharashtra,General,no,20,0
48,382099,retired,male,Maharashtra,General,no,24,0
30,891852,salaried,male,Maharashtra,EWS,yes,5,0
30,891852,salaried,male,Maharashtra,EWS,yes,23,1
36,632253,unemployed,male,Maharashtra,General,yes,6,1
36,632253,unemployed,male,Maharashtra,General,yes,8,0
36,632253,unemployed,male,Maharashtra,General,yes,10,1
36,632253,unemployed,male,Maharashtra,General,yes,22,0
36,632253,unemployed,male,Maharashtra,General,yes,26,0
45,402353,government_employee,male,Maharashtra,OBC,yes,4,0
45,402353,government_employee,male,Maharashtra,OBC,yes,15,0
45,402353,government_employee,male,Maharashtra,OBC,yes,18,0
45,402353,government_employee,male,Maharashtra,OBC,yes,23,1
45,402353,government_employee,male,Maharashtra,OBC,yes,24,1
45,402353,government_employee,male,Maharashtra,OBC,yes,27,1
69,526089,student,male,Maharashtra,EWS,no,3,0
69,526089,student,male,Maharashtra,EWS,no,7,0
69,526089,student,male,Maharashtra,EWS,no,25,0
51,690819,business,female,Maharashtra,SC,no,2,0
51,690819,business,female,Maharashtra,SC,no,4,1
51,690819,business,female,Maharashtra,SC,no,6,0
51,690819,business,female,Maharashtra,SC,no,7,1
51,690819,business,female,Maharashtra,SC,no,22,0
51,690819,business,female,Maharashtra,SC,no,23,0
28,16128,unemployed,male,Maharashtra,OBC,no,3,1
28,16128,unemployed,male,Maharashtra,OBC,no,6,1
28,16128,unemployed,male,Maharashtra,OBC,no,10,1
28,16128,unemployed,male,Maharashtra,OBC,no,11,1
28,16128,unemployed,male,Maharashtra,OBC,no,15,1
28,16128,unemployed,male,Maharashtra,OBC,no,16,1
28,16128,unemployed,male,Maharashtra,OBC,no,19,1
28,16128,unemployed,male,Maharashtra,OBC,no,20,1
62,850101,business,male,Maharashtra,General,no,4,1
62,850101,business,male,Maharashtra,General,no,5,0
62,850101,business,male,Maharashtra,General,no,28,0
41,72569,self_employed,female,Maharashtra,OBC,yes,1,1
41,72569,self_employed,female,Maharashtra,OBC,yes,3,1
41,72569,self_employed,female,Maharashtra,OBC,yes,4,1
41,72569,self_employed,female,Maharashtra,OBC,yes,8,1
41,72569,self_employed,female,Maharashtra,OBC,yes,9,0
41,72569,self_employed,female,Maharashtra,OBC,yes,10,1
41,72569,self_employed,female,Maharashtra,OBC,yes,12,1
41,72569,self_employed,female,Maharashtra,OBC,yes,13,1
41,72569,self_employed,female,Maharashtra,OBC,yes,25,0
41,72569,self_employed,female,Maharashtra,OBC,yes,27,1
41,72569,self_employed,female,Maharashtra,OBC,yes,28,1
34,754642,student,female,Maharashtra,ST,no,1,0
34,754642,student,female,Maharashtra,ST,no,15,0
34,754642,student,female,Maharashtra,ST,no,16,0
34,754642,student,female,Maharashtra,ST,no,19,0
56,302868,retired,female,Maharashtra,EWS,no,1,0
56,302868,retired,female,Maharashtra,EWS,no,10,0
56,302868,retired,female,Maharashtra,EWS,no,12,0
56,302868,retired,female,Maharashtra,EWS,no,15,0
56,302868,retired,female,Maharashtra,EWS,no,26,0
53,376175,retired,male,Maharashtra,SC,yes,2,0
53,376175,retired,male,Maharashtra,SC,yes,19,0
53,376175,retired,male,Maharashtra,SC,yes,24,0
53,376175,retired,male,Maharashtra,SC,yes,27,1
42,672116,business,male,Maharashtra,General,yes,4,1
42,672116,business,male,Maharashtra,General,yes,13,0
42,672116,business,male,Maharashtra,General,yes,14,0
42,672116,business,male,Maharashtra,General,yes,24,0
44,237827,salaried,female,Maharashtra,General,yes,3,1
44,237827,salaried,female,Maharashtra,General,yes,8,1
44,237827,salaried,female,Maharashtra,General,yes,12,1
44,237827,salaried,female,Maharashtra,General,yes,23,1
44,237827,salaried,female,Maharashtra,General,yes,24,1
44,237827,salaried,female,Maharashtra,General,yes,27,1
64,93099,student,male,Maharashtra,SC,no,3,1
64,93099,student,male,Maharashtra,SC,no,21,0
64,93099,student,male,Maharashtra,SC,no,26,0
42,929055,business,male,Maharashtra,EWS,no,3,0
42,929055,business,male,Maharashtra,EWS,no,4,1
42,929055,business,male,Maharashtra,EWS,no,10,0
42,929055,business,male,Maharashtra,EWS,no,12,0
42,929055,business,male,Maharashtra,EWS,no,19,0
42,929055,business,male,Maharashtra,EWS,no,25,0
44,600769,self_employed,male,Maharashtra,ST,yes,4,1
44,600769,self_employed,male,Maharashtra,ST,yes,7,0
44,600769,self_employed,male,Maharashtra,ST,yes,9,0
44,600769,self_employed,male,Maharashtra,ST,yes,10,1
44,600769,self_employed,male,Maharashtra,ST,yes,16,0
44,600769,self_employed,male,Maharashtra,ST,yes,17,0
44,600769,self_employed,male,Maharashtra,ST,yes,20,0
44,600769,self_employed,male,Maharashtra,ST,yes,26,0
44,600769,self_employed,male,Maharashtra,ST,yes,27,0
48,825336,retired,male,Maharashtra,OBC,no,9,0
48,825336,retired,male,Maharashtra,OBC,no,12,0
48,825336,retired,male,Maharashtra,OBC,no,21,0
48,825336,retired,male,Maharashtra,OBC,no,22,0
66,228393,unemployed,male,Maharashtra,ST,no,3,1
66,228393,unemployed,male,Maharashtra,ST,no,11,0
66,228393,unemployed,male,Maharashtra,ST,no,15,0
66,228393,unemployed,male,Maharashtra,ST,no,20,0
66,228393,unemployed,male,Maharashtra,ST,no,28,0
53,749015,student,male,Maharashtra,General,no,12,0
53,749015,student,male,Maharashtra,General,no,18,0
53,749015,student,male,Maharashtra,General,no,27,0
